Description,Data.Sugar Total,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Fat.Saturated Fat
"NOODLES,EGG,SPINACH,CKD,ENR",0.400000006,24.25,2.299999952,132,0.361
"NOODLES,CHINESE,CHOW MEIN",0.25999999,57.54,3.900000095,527,4.384
"NOODLES,JAPANESE,SOBA,DRY",0.0,74.62,0.0,336,0.136
"NOODLES,JAPANESE,SOBA,CKD",0.0,21.44,0.0,99,0.019
"NOODLES,JAPANESE,SOMEN,DRY",0.0,74.1,4.300000191,356,0.115
"NOODLES,JAPANESE,SOMEN,CKD",0.0,27.54,0.0,131,0.025
"NOODLES,FLAT,CRUNCHY,CHINESE RESTAURANT",0.0,51.9,0.0,521,4.931
"SPAGHETTI,DRY,ENRICHED",2.670000076,74.67,3.200000048,371,0.277
"SPAGHETTI,CKD,ENR,WO/ SALT",0.560000002,30.86,1.799999952,158,0.176
"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70)",0.0,67.56,0.0,375,0.328
"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70)",0.0,31.66,1.700000048,164,0.032
"SPAGHETTI,WHOLE-WHEAT,DRY",0.0,75.03,0.0,348,0.258
"SPAGHETTI,WHOLE-WHEAT,CKD",0.800000012,26.54,4.5,124,0.099
"SPAGHETTI,SPINACH,DRY",2.720000029,74.81,10.60000038,372,0.226
"SPAGHETTI,SPINACH,COOKED",0.0,26.15,0.0,130,0.091
"WHEAT FLOURS,BREAD,UNENR",0.310000002,72.53,2.400000095,361,0.244
BARLEY FLOUR OR MEAL,0.800000012,74.52,10.10000038,345,0.335
BARLEY MALT FLR,0.800000012,78.3,7.099999905,361,0.386
"OAT FLR,PART DEBRANNED",0.800000012,65.7,6.5,404,1.607
"RICE NOODLES,DRY",0.0,83.24,1.600000024,364,0.153
"RICE NOODLES,COOKED",0.0,24.9,1.0,109,0.023
"QUINOA,CKD",0.0,21.3,2.799999952,120,0.0
"KAMUT,UNCKD",8.18999958,70.38,9.100000381,337,0.192
"KAMUT,CKD",0.0,30.46,0.0,146,0.0
"SPELT,UNCKD",6.820000172,70.19,10.69999981,338,0.406
"SPELT,CKD",0.0,26.44,3.900000095,127,0.0
"TEFF,UNCKD",1.840000033,73.13,8.0,367,0.449
"TEFF,CKD",0.0,19.86,0.0,101,0.0
"MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 6.25)",0.0,65.65,2.400000095,374,0.328
"MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 6.25)",0.0,30.88,1.5,164,0.032
"NOODLES,EGG,CKD,ENR,W/ SALT",0.400000006,25.16,1.200000048,138,0.0
"CORN,WHITE",0.0,74.26,0.0,365,0.667
"CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO)",0.0,73.89,8.399999619,364,0.0
"CORN FLR,WHOLE-GRAIN,WHITE",0.639999986,76.85,7.300000191,361,0.543
"CORN FLR,MASA,ENR,YEL",0.0,76.27,0.0,365,0.532
"CORNMEAL,WHOLE-GRAIN,WHITE",0.639999986,76.89,7.300000191,362,0.505
"SPAGHETTI,CKD,ENR,W/ SALT",0.560000002,30.59,1.799999952,157,0.176
"CORNMEAL,DEGERMED,ENR,WHITE",1.659999967,79.15,4.0,369,0.194
"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE",0.0,70.28,6.699999809,334,0.478
"CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,WHITE",0.0,73.43,6.300000191,348,0.4
"CORNMEAL,SELF-RISING,DEGERMED,ENR,WHITE",0.0,74.79,7.099999905,355,0.234
"HOMINY,CANNED,YELLOW",0.0,14.26,2.5,72,0.123
"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT",0.050000001,28.17,0.400000006,130,0.077
"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,CALCIUM-FORTIFIED",0.0,76.31,2.700000048,364,0.155
"MACARONI,CKD,UNENR",0.560000002,30.86,1.799999952,158,0.176
"NOODLES,EGG,DRY,UNENR",1.879999995,71.27,3.299999952,384,1.18
"NOODLES,EGG,CKD,UNENR,WO/ SALT",0.400000006,25.16,1.200000048,138,0.419
"SPAGHETTI,DRY,UNENRICHED",2.670000076,74.67,3.200000048,371,0.277
"SPAGHETTI,CKD,UNENR,WO/ SALT",0.560000002,30.86,1.799999952,158,0.176
"CORNMEAL,DEGERMED,UNENR,YEL",1.659999967,79.15,4.0,369,0.194
"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",0.119999997,79.95,1.299999952,365,0.18
"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,WO/SALT",0.050000001,28.17,0.400000006,130,0.077
"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY",0.330000013,80.43,2.200000048,374,0.294
"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD",0.109999999,26.05,0.899999976,123,0.074
"RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR",0.0,79.34,0.0,360,0.158
"RICE,WHITE,MEDIUM-GRAIN,CKD,UNENR",0.0,28.59,0.0,130,0.057
"RICE,WHITE,SHORT-GRAIN,RAW,UNENR",0.0,79.15,0.0,358,0.14
"RICE,WHITE,SHORT-GRAIN,CKD,UNENR",0.0,28.73,0.0,130,0.051
"SEMOLINA,UNENRICHED",0.0,72.83,3.900000095,360,0.15
"WHEAT FLR,WHITE,ALL-PURPOSE,UNENR",0.270000011,76.31,2.700000048,364,0.155
"MACARONI,DRY,UNENRICHED",2.670000076,74.67,3.200000048,371,0.277
"NOODLES,EGG,CKD,UNENR,W/ SALT",0.400000006,25.16,1.200000048,138,0.0
"SPAGHETTI,CKD,UNENR,W/ SALT",0.560000002,30.59,1.799999952,157,0.176
"CORNMEAL,DEGERMED,UNENR,WHITE",1.659999967,79.15,4.0,369,0.194
"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)",0.0,30.88,2.0,164,0.032
"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT",0.050000001,28.17,0.400000006,130,0.077
"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,UNBLEACHED",0.270000011,76.31,2.700000048,364,0.155
"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)",0.0,65.65,2.400000095,374,0.328
"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,ENR",0.540000021,77.32,0.0,367,0.0
"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,UNENR",0.540000021,77.32,2.400000095,367,0.34
"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,ENR",0.49000001,76.22,2.400000095,366,0.302
"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,UNENR",0.49000001,76.22,2.400000095,366,0.302
"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,UNBLEACHED,ENR",0.49000001,76.22,2.400000095,366,0.302
"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,ENR",1.120000005,73.81,2.400000095,363,0.268
"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,UNENR",1.120000005,73.81,2.400000095,363,0.268
"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,UNBLEACHED,ENR",1.120000005,73.81,2.400000095,363,0.268
"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,ENR",1.100000024,72.2,2.400000095,362,0.189
"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,UNENR",1.100000024,72.2,2.400000095,362,0.189
"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,ENR",0.920000017,69.88,2.400000095,362,0.272
"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,UNENR",0.920000017,69.88,2.400000095,362,0.272
FAST FOODS  BISCUIT  W/ EGG,0.0,23.46,0.600000024,274,3.477
"FAST FOODS,BISCUIT,W/EGG&BACON",2.190000057,19.06,0.5,305,5.3
"FAST FOODS,BISCUIT,W/EGG&HAM",2.200000048,16.37,0.400000006,230,3.08
"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",0.949999988,21.05,0.200000003,312,6.449
"FAST FOODS,BISCUIT W/ EGG & STEAK",0.0,14.37,0.0,277,5.81
"FAST FOODS,BISCUIT,W/EGG,CHS,&BACON",1.74000001,24.44,0.200000003,301,5.617
"FAST FOODS,BISCUIT,W/HAM",1.970000029,38.75,0.699999988,342,10.096
"FAST FOODS,BISCUIT,W/SAUSAGE",1.590000033,29.99,0.400000006,371,7.427
"FAST FOODS,CROISSANT,W/EGG&CHS",0.0,19.14,0.0,290,11.075
"FAST FOODS,CROISSANT,W/EGG,CHS,&BACON",0.0,18.33,0.0,320,11.963
"FAST FOODS,CROISSANT,W/EGG,CHS,&HAM",0.0,15.92,0.0,312,11.497
"FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE",0.0,15.45,0.0,327,11.391
"FAST FOODS,DANISH PASTRY,CHS",0.0,31.53,0.0,388,5.63
"FAST FOODS,DANISH PASTRY,CINN",0.0,53.24,0.0,397,3.953
"FAST FOODS,DANISH PASTRY,FRUIT",0.0,47.94,0.0,356,3.527
"FAST FOODS,EGG,SCRAMBLED",1.639999986,2.08,0.0,212,6.153
"FAST FOODS,ENG MUFFIN,W/BUTTER",0.0,48.19,0.0,300,3.857
"FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",1.980000019,25.28,0.5,338,8.152
"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",1.840000033,21.47,0.400000006,221,3.687
"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE",1.49000001,17.44,0.200000003,286,6.642
"FAST FOODS,FRENCH TOAST W/ BUTTER",0.0,26.7,0.0,264,5.74
"FAST FOODS,FRENCH TOAST STKS",9.890000343,41.21,1.399999976,340,3.989
"FAST FOODS,PANCAKES W/BUTTER&SYRUP",0.0,39.18,0.0,224,2.522
"FAST FOODS,POTATOES,HASHED BROWN",0.239999995,32.2,2.700000048,327,4.947
"FAST FOODS,BROWNIE",0.0,64.95,0.0,405,5.22
"FAST FOODS,ICE MILK,VANILLA,SOFT-SERVE,W/CONE",16.45000076,23.41,0.100000001,159,3.429
"FAST FOODS,COOKIES,ANIMAL CRACKERS",0.0,75.33,0.0,446,5.272
"FAST FOODS,COOKIES,CHOC CHIP",0.0,65.86,0.0,423,9.709
"FAST FOODS,SUNDAE,CARAMEL",0.0,31.81,0.0,196,2.91
"FAST FOODS,SUNDAE,HOT FUDGE",0.0,30.17,0.0,180,3.179
"FAST FOODS,SUNDAE,STRAWBERRY",0.0,29.18,0.0,175,2.444
"FAST FOODS,CHICK,BREADED&FRIED,DK MEAT (DRUMSTK OR THIGH)",0.0,10.61,0.0,291,4.763
"FAST FOODS,CHICK,BREADED&FRIED,LT MEAT (BREAST OR WING)",0.0,12.01,0.0,303,4.812
"FAST FOODS,CHILI CON CARNE",0.0,8.67,0.0,101,1.356
"FAST FOODS,CLAMS,BREADED&FRIED",0.0,33.75,0.0,392,5.742
"ENTREES,CRAB CAKE",0.0,8.52,0.400000006,266,3.74
"ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED",0.0,16.97,0.5,232,2.82
"FAST FOODS,OYSTERS,BATTERED OR BREADED,&FRIED",0.0,28.69,0.0,265,3.294
"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG",0.0,3.22,0.0,16,0.01
"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHS&EGG",0.0,2.19,0.0,47,1.371
"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHICK",0.0,1.71,0.0,48,0.265
"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/PASTA&SEAFOOD",0.0,7.67,0.0,91,0.616
"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/SHRIMP",0.0,2.8,0.0,45,0.276
"FAST FOODS,SALAD,VEG TOSSED,WO/DRSNG,W/TURKEY,HAM&CHS",0.0,1.45,0.0,82,2.508
"FAST FOODS,SCALLOPS,BREADED&FRIED",0.0,26.73,0.0,268,3.391
"FAST FOODS,SHRIMP,BREADED&FRIED",0.0,24.39,0.0,277,3.28
"FAST FOODS,BURRITO,W/BNS",0.0,32.92,0.0,206,3.174
"FAST FOODS,BURRITO,W/BNS&CHS",0.0,29.55,0.0,203,3.682
"FAST FOODS,BURRITO,W/BNS&CHILI PEPPERS",0.0,28.47,0.0,202,3.729
"FAST FOODS,BURRITO,W/BNS&MEAT",0.0,28.58,0.0,220,3.6
"FAST FOODS,BURRITO,W/BNS,CHS,&BF",0.0,19.55,0.0,163,3.522
"FAST FOODS,BURRITO,W/BNS,CHS,&CHILI PEPPERS",0.0,25.35,0.0,197,3.332
"FAST FOODS,BURRITO,W/BF",0.0,26.6,0.0,238,4.754
"FAST FOODS,BURRITO,W/BF&CHILI PEPPERS",0.0,24.6,0.0,212,3.98
"FAST FOODS,BURRITO,W/BF,CHS,&CHILI PEPPERS",0.0,20.96,0.0,208,3.42
"FAST FOODS,BURRITO,W/FRUIT (APPL OR CHERRY)",0.0,47.27,0.0,312,6.175
"FAST FOODS,CHIMICHANGA,W/BF",0.0,24.6,0.0,244,4.888
"FAST FOODS,CHIMICHANGA,W/BF&CHS",0.0,21.49,0.0,242,6.108
"FAST FOODS,CHIMICHANGA,W/BF&RED CHILI PEPPERS",0.0,24.09,0.0,223,4.354
"FAST FOODS,CHIMICHANGA,W/BF,CHS,&RED CHILI PEPPERS",0.0,21.26,0.0,202,4.649
"FAST FOODS,ENCHILADA,W/CHS",0.0,17.51,0.0,196,6.496
"FAST FOODS,ENCHILADA,W/CHS&BF",0.0,15.87,0.0,168,4.712
"FAST FOODS,ENCHIRITO,W/CHS,BF,&BNS",0.0,17.51,0.0,178,4.118
"FAST FOODS,FRIJOLES W/CHS",0.0,17.19,0.0,135,2.44
"FAST FOODS,NACHOS,W/CHS",0.0,32.15,0.0,306,6.885
"FAST FOODS,NACHOS,W/CHS&JALAPENO PEPPERS",0.0,29.45,0.0,298,6.872
"FAST FOODS,NACHOS,W/CHS,BNS,GROUND BF,&PEPPERS",0.0,21.89,0.0,223,4.897
"FAST FOODS,NACHOS,W/CINN&SUGAR",0.0,58.16,0.0,543,16.707
"FAST FOODS,TACO",0.0,15.63,0.0,217,6.648
"FAST FOODS,TACO SALAD",0.0,11.91,0.0,141,3.446
"FAST FOODS,TACO SALAD W/CHILI CON CARNE",0.0,10.18,0.0,111,2.299
"FAST FOODS,TOSTADA,W/BNS&CHS",0.0,18.42,0.0,155,3.727
"FAST FOODS,TOSTADA,W/BNS,BF,&CHS",0.0,13.18,0.0,148,5.1
"FAST FOODS,TOSTADA,W/BF&CHS",0.0,13.97,0.0,193,6.377
TOSTADA WITH GUACAMOLE,0.0,12.27,0.0,138,3.78
"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY; PLN",5.46999979,29.89,1.0,303,5.245
"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT",5.239999771,25.46,1.899999976,270,5.797
"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG",0.0,18.27,0.0,233,5.966
"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; PLN",4.019999981,20.8,0.699999988,308,7.08
"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY,W/ CONDMNT & VEG",0.0,21.2,0.0,251,5.251
"FST FOODS, CHSBRGR, REG, DOUBLE PATTY BUN, PLAIN",5.46999979,29.89,1.0,305,5.245
"FAST FOODS,CHSEBURGER; DBLE,REG,PATTY & BN; W/ CONDMNT & VEG",0.0,23.3,0.0,285,5.6
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",3.829999924,20.8,1.399999976,305,6.76
"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",4.630000114,18.89,1.299999952,282,6.126
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",4.0,16.81,1.399999976,206,3.893
"FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",0.0,13.01,0.0,286,8.317
"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG",0.0,15.37,0.0,273,6.85
"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",3.289999962,16.16,0.5,310,8.015
"FAST FOODS,CHICK FILLET SNDWCH,PLN",0.0,21.26,0.0,283,4.685
"FAST FOODS,CHICK FILLET SNDWCH,W/CHS",0.0,18.24,0.0,277,5.46
"FAST FOODS,EGG&CHS SNDWCH",0.0,17.76,0.0,233,4.538
"FAST FOODS,FISH SNDWCH,W/TARTAR SAU",0.0,25.96,0.0,273,3.313
"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS",0.0,26.03,0.0,286,4.448
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN",5.789999962,33.71,1.200000048,295,3.561
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT",5.21999979,28.79,1.799999952,258,4.0
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT & VEG",0.0,24.81,0.0,254,3.755
"FAST FOODS,HAMBURGER; DOUBLE,REG,PATTY; PLN",4.150000095,24.1,0.899999976,295,5.096
"FAST FOODS,HAMBURGER; DOUBLE,REG PATTY; W/ CONDMNT",0.0,18.02,0.0,268,5.582
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; PLN",0.0,23.16,0.0,311,6.12
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",0.0,18.35,0.0,235,4.78
"FAST FOODS,HAMBURGER; DOUBLE,LRG PATTY; W/ CONDMNT & VEG",0.0,17.82,0.0,239,4.654
"FAST FOODS,HAMBURGER,LRG,TRIPLE PATTY,W/CONDMNT",0.0,11.04,0.0,267,6.147
"FAST FOODS,HAM&CHS SNDWCH",0.0,22.84,0.0,241,4.409
"FAST FOODS,HAM,EGG,&CHS SNDWCH",0.0,21.64,0.0,243,5.175
"FAST FOODS,HOTDOG,PLAIN",0.0,18.4,0.0,247,5.213
"FAST FOODS,HOTDOG,W/CHILI",0.0,27.45,0.0,260,4.258
"FAST FOODS,HOTDOG,W/CORN FLR COATING (CORNDOG)",0.0,31.88,0.0,263,2.949
"FAST FOODS,RST BF SNDWCH,PLN",0.0,24.06,0.0,249,2.594
"SANDWICHES&BURGERS,RST BF SNDWCH W/CHS",0.0,25.78,0.0,269,5.13
"SANDWICHES&BURGERS,STEAK SNDWCH",0.0,25.47,0.0,225,1.87
"FAST FOODS,SUBMARINE SNDWCH,W/COLD CUTS",0.0,22.39,0.0,200,2.986
"FAST FOODS,SUBMARINE SNDWCH,W/RST BF",0.0,20.51,0.0,190,3.281
"FAST FOODS,SUBMARINE SNDWCH,W/TUNA SALAD",0.0,21.63,0.0,228,2.082
"FAST FOODS,COLESLAW",0.0,12.88,0.0,148,1.622
"FAST FOODS,CORN ON THE COB W/BUTTER",0.0,21.88,0.0,106,1.125
"FAST FOODS,HUSH PUPPIES",0.0,44.74,0.0,329,3.444
"FAST FOODS,ONION RINGS,BREADED&FRIED",0.0,37.74,0.0,332,8.377
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU",0.0,15.71,0.0,160,3.567
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BACON",0.0,14.86,0.0,151,3.389
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BROCCOLI",0.0,13.74,0.0,119,2.511
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&CHILI",0.0,14.14,0.0,122,3.3
"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",0.0,16.56,0.0,130,3.315
"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",0.689999998,37.51,3.5,319,3.965
"FAST FOODS,POTATO,MASHED",0.0,16.12,0.0,83,0.479
"SIDE DISHES,POTATO SALAD",0.0,13.53,0.0,114,1.03
"BURGER KING,VANILLA SHAKE",11.67000008,19.03,0.0,168,5.335
"FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT",3.670000076,22.14,1.100000024,256,4.785
"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",3.569999933,29.02,2.200000048,268,4.272
"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",5.090000153,32.91,2.5,260,3.825
"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",0.0,25.14,2.200000048,276,4.8
"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",0.0,28.78,2.299999952,271,4.255
"McDONALD'S,  Hamburger",6.579999924,30.69,1.299999952,252,2.938
"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",0.879999995,16.32,0.899999976,297,4.022
"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETUCE,TOMATO & MAYO",0.0,22.46,1.399999976,245,2.119
"MCDONALD'S, FLT-O-FSH",2.650000095,27.45,1.0,275,2.597
"MCDONALD'S, CHEESEBURGER",6.21999979,27.81,1.100000024,263,4.435
"MCDONALD'S,QUARTER POUNDER",5.130000114,22.17,1.600000024,244,4.008
"MCDONALD'S,QUARTER POUNDER W/ CHS",4.909999847,19.95,1.399999976,258,5.643
"MCDONALD'S,BIG MAC",3.970000029,20.08,1.600000024,257,3.803
"MCDONALD'S,FRENCH FR",0.200000003,39.02,4.199999809,316,2.084
"WENDY'S,CLASSIC SINGLE HAMBURGER,NO CHS",0.0,16.82,1.299999952,213,3.689
"WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",0.0,14.2,1.399999976,221,5.191
"WENDY'S,JR. HAMBURGER,WO/ CHS",0.0,28.45,1.700000048,243,3.466
"WENDY'S,JR. HAMBURGER,W/ CHS",0.0,24.97,1.399999976,256,5.181
"WENDY'S,CLASSIC DOUBLE,W/ CHS",0.0,11.71,1.100000024,241,5.89
"WENDY'S,HOMESTYLE CHICK FILLET SNDWCH",0.0,21.55,1.299999952,214,1.618
"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",0.0,18.88,1.100000024,179,1.03
"WENDY'S,CHICK NUGGETS",0.0,15.35,1.0,334,4.939
"WENDY'S,FRENCH FR",0.0,39.44,3.700000048,319,3.201
"WENDY'S,FROSTY DAIRY DSSRT",0.0,23.62,3.299999952,132,1.635
"BURGER KING, French Fries",0.689999998,40.08,2.900000095,331,4.367
"BURGER KING, Hamburger",4.849999905,27.11,2.0,275,5.068
"BURGER KING, CHSBRGR",4.489999771,23.71,2.799999952,286,6.842
"BURGER KING, WHOPPER, no cheese",4.21999979,18.55,1.799999952,233,4.25
"BURGER KING, WHOPPER, with cheese",4.110000134,16.7,1.0,250,5.782
"Burger king, double whopper no cheese",3.519999981,13.74,1.399999976,252,5.773
"BURGER KING, DOUBLE WHOPPPER, with cheese",3.609999895,13.52,1.600000024,266,6.998
"BURGER KING, Chicken Tenders",0.119999997,17.41,2.299999952,289,4.242
"BURGER KING,CHICK WHOPPER SNDWCH",3.390000105,18.67,1.5,216,2.198
"BURGER KING,ORIGINAL CHICK SNDWCH",2.710000038,24.35,2.400000095,286,3.4
"TACO BELL,ORIGINAL TACO W/ BF",0.0,17.95,3.599999905,236,4.659
"TACO BELL,SOFT TACO W/ BF",0.0,19.74,2.599999905,219,4.199
"TACO BELL,SOFT TACO W/ CHICK",0.0,19.58,1.799999952,202,2.614
"TACO BELL,SOFT TACO W/ STEAK",0.0,17.22,1.600000024,225,3.369
"TACO BELL,BEAN BURRITO",0.0,27.77,3.900000095,204,2.444
"TACO BELL,BURRITO SUPREME W/ BF",0.0,21.07,3.200000048,189,3.047
"TACO BELL,BURRITO SUPREME W/ CHICK",0.0,20.51,2.400000095,179,2.352
"TACO BELL,BURRITO SUPREME W/ STEAK",0.0,20.32,2.400000095,183,2.674
"TACO BELL,NACHOS",0.0,36.38,3.799999952,366,4.699
"TACO BELL,NACHOS SUPREME",0.0,23.09,4.099999905,246,3.984
"TACO BELL,TACO SALAD",0.0,15.1,3.0,170,2.979
"PIZZA HUT 12"" CHS PIZZA,REG CRUST",3.369999886,31.22,1.799999952,271,5.04
"PIZZA HUT 12"" CHS PIZZA,THICK CRUST",3.210000038,29.93,1.700000048,280,5.184
"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",2.670000076,28.64,1.600000024,303,6.896
"PIZZA HUT 12"" PEPPERONI PIZZA,REG CRUST",3.670000076,31.55,1.700000048,280,5.161
"PIZZA HUT 12"" PEPPERONI PIZZA,THICK CRUST",3.200000048,30.49,1.799999952,298,5.271
"PIZZA HUT 12"" SUPER SUPREME PIZZA,REG CRUST",3.710000038,25.62,2.0,243,4.554
"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",3.569999933,34.45,1.399999976,257,3.547
"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",3.279999971,33.93,2.299999952,274,4.025
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",3.170000076,28.01,2.099999905,315,6.756
"DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",3.450000048,32.29,1.5,270,4.255
"DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",3.25999999,32.3,2.099999905,288,4.905
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza",3.299999952,25.72,2.0,244,4.386
"PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",5.320000172,32.74,1.899999976,260,3.871
"PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",4.840000153,30.04,1.200000048,275,4.908
"PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",4.840000153,26.69,2.5,240,3.765
"PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",3.849999905,26.26,2.299999952,295,6.202
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",4.019999981,31.5,1.700000048,265,4.206
"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",3.75999999,31.01,1.700000048,273,4.541
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",3.74000001,23.1,2.099999905,243,4.561
"LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",3.660000086,30.1,1.299999952,263,4.237
"LITTLE CAESARS 14"" PEPPERONI PIZZA,LRG DEEP DISH CRUST",3.390000105,29.03,1.5,265,4.314
"LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",2.75999999,22.85,1.600000024,309,7.327
"PIZZA HUT 14"" CHS PIZZA,REG CRUST",3.160000086,31.63,1.100000024,271,4.421
"PIZZA HUT 14"" CHS PIZZA,THICK CRUST",2.599999905,29.96,0.899999976,280,4.99
"PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",2.519999981,29.03,1.100000024,296,6.394
"PIZZA HUT 14"" PEPPERONI PIZZA,REG CRUST",3.200000048,32.48,2.599999905,287,4.726
"PIZZA HUT 14"" PEPPERONI PIZZA,THICK CRUST",2.420000076,29.87,1.5,298,4.926
"PIZZA HUT 14"" SUPER SUPREME PIZZA,REG CRUST",3.039999962,26.01,2.299999952,248,4.217
"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",4.019999981,32.58,1.700000048,264,4.221
